-148.85979068,2.47159289,0
-146.85979068,2.47159289,0
-144.85979068,2.47159289,0
-142.85979068,2.47159289,0
-140.85979068,2.47159289,0
-138.85979068,2.47159289,0
-136.85979068,2.47159289,0
-134.85979068,2.47159289,0
-132.85979068,2.47159289,0
-130.85979068,2.47159289,0
-128.85979068,2.47159289,0
-126.85979068,2.47159289,0
-124.85979068,2.47159289,0
-122.85979068,2.47159289,0
-120.85979068,2.47159289,0
-118.85979068,2.47159289,0
-116.85979068,2.47159289,0
-114.85979068,2.47159289,0
-112.85979068,2.47159289,0
-110.85979068,2.47159289,0
-108.85979068,2.47159289,0
-106.85979068,2.47159289,0
-104.85979068,2.47159289,0
-102.85979068,2.47159289,0
-100.85979068,2.47159289,0
-98.85979068,2.47159289,0
