29.25540975,5.33809621,0
30.25540209,5.34200958,0
31.25533318,5.35374944,0
32.25514175,5.37331508,0
33.25476657,5.4007053,0
34.25414639,5.43591842,0
35.25322001,5.47895229,0
36.25192621,5.52980426,0
37.25020382,5.58847122,0
38.24799169,5.65494958,0
39.24522869,5.72923527,0
40.24185374,5.81132374,0
41.23780578,5.90120995,0
42.2330238,5.9988884,0
43.22744685,6.10435311,0
44.221014,6.21759761,0
45.21366439,6.33861498,0
46.20533721,6.46739779,0
47.19597172,6.60393816,0
48.18550723,6.74822772,0
49.17388312,6.90025763,0
50.16103885,7.06001859,0
51.14691395,7.2275008,0
52.13144802,7.40269401,0
53.11458076,7.58558748,0
54.09625194,7.77617001,0
55.07640142,7.97442993,0
56.05496916,8.18035508,0
57.03189523,8.39393286,0
58.00711976,8.61515018,0
58.98058303,8.8439935,0
59.9522254,9.08044878,0
60.92198736,9.32450156,0
61.88980948,9.57613687,0
62.8556325,9.8353393,0
63.81939724,10.10209298,0
64.78104467,10.37638156,0
65.74051587,10.65818824,0
66.69775208,10.94749577,0
67.65269465,11.2442864,0
68.60528509,11.54854198,0
69.55546504,11.86024385,0
70.5031763,12.17937293,0
71.44836082,12.50590966,0
72.39096068,12.83983404,0
73.33091816,13.18112562,0
74.26817567,13.52976348,0
75.2026758,13.88572628,0
76.13436129,14.24899221,0
77.06317509,14.61953901,0
77.98906029,14.99734399,0
78.91196017,15.38238399,0
79.8318182,15.77463544,0
80.74857803,16.17407431,0
81.66218351,16.58067613,0
82.57257866,16.99441599,0
83.47970772,17.41526854,0
84.38351512,17.84320801,0
85.28394549,18.27820817,0
86.18094368,18.72024239,0
87.07445473,19.16928359,0
87.96442392,19.62530425,0
88.85079672,20.08827645,0
89.73351884,20.55817182,0
90.61253621,21.03496157,0
91.48779497,21.51861651,0
92.35924151,22.009107,0
93.22682246,22.506403,0
94.09048465,23.01047404,0
94.95017519,23.52128924,0
95.80584142,24.03881732,0
96.65743091,24.56302657,0
97.5048915,25.09388488,0
98.34817128,25.63135973,0
99.18721859,26.17541819,0
100.02198203,26.72602694,0
100.85241047,27.28315225,0
101.67845303,27.84675999,0
102.50005912,28.41681564,0
103.3171784,28.99328426,0
104.12976082,29.57613056,0
104.9377566,30.16531883,0
105.74111625,30.76081297,0
106.53979056,31.36257651,0
107.33373059,31.97057259,0
108.12288772,32.58476395,0
108.9072136,33.20511297,0
109.68666018,33.83158166,0
110.46117973,34.46413164,0
111.23072479,35.10272416,0
111.99524822,35.7473201,0
112.75470319,36.39787997,0
113.50904318,37.05436392,0
114.25822197,37.71673175,0
115.00219368,38.38494286,0
115.74091274,39.05895633,0
116.47433388,39.73873087,0
117.20241218,40.42422485,0
117.92510305,41.11539625,0
118.6423622,41.81220276,0
119.3541457,42.51460168,0
120.06040996,43.22254998,0
120.7611117,43.9360043,0
121.45620801,44.65492094,0
122.14565629,45.37925585,0
122.82941433,46.10896466,0
123.50744023,46.84400267,0
124.17969245,47.58432486,0
124.84612983,48.32988588,0
125.50671153,49.08064004,0
126.16139708,49.83654138,0
126.81014639,50.59754357,0
127.45291971,51.3636,0
128.08967767,52.13466375,0
128.72038125,52.91068758,0
129.34499184,53.69162395,0
129.96347115,54.47742503,0
130.57578131,55.26804268,0
131.18188481,56.06342846,0
131.78174452,56.86353366,0
132.37532369,57.66830926,0
132.96258597,58.47770597,0
133.54349537,59.29167419,0
134.11801631,60.11016407,0
134.6861136,60.93312548,0
135.24775244,61.76050799,0
135.80289842,62.59226092,0
136.35151753,63.42833332,0
136.89357618,64.26867398,0
137.42904114,65.11323142,0
137.95787963,65.9619539,0
138.48005925,66.81478944,0
138.995548,67.67168578,0
139.50431432,68.53259044,0
